web-scraper-order,web-scraper-start-url,Title,Image-src
"1689027376-1","https://www.change.org/p/tell-the-aspca-to-stop-hoarding-money-instead-of-helping-local-shelters?source_location=petitions_browse","Tell the ASPCA to Stop Hoarding Money Instead of Helping Local Shelters","//assets.change.org/photos/0/ys/zv/rBysZVEDqXXYXEy-800x450-noPad.jpg?1685107675"
